Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Flemington,111 Wellington St,4,h,1700000.0,SP,Nelson,14/05/2016,4.4,3031,4.0,1.0,1.0,616.0,,,Moonee Valley,-37.7837,144.9319,Northern Metropolitan,3593.0
Flemington,1/4 Chatham St,3,h,1205000.0,S,Rendina,15/10/2016,4.4,3031,3.0,2.0,2.0,0.0,,,Moonee Valley,-37.7826,144.9261,Northern Metropolitan,3593.0
Flemington,3/39 Dover St,2,u,395000.0,PI,Rendina,15/10/2016,4.4,3031,2.0,1.0,1.0,0.0,60.0,1970.0,Moonee Valley,-37.7833,144.9255,Northern Metropolitan,3593.0
Flemington,3/121 Wellington St,2,u,476000.0,S,Alexkarbon,15/10/2016,4.4,3031,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.783,144.93200000000004,Northern Metropolitan,3593.0
Flemington,7/30 Bryant St,1,h,250000.0,VB,Nelson,16/04/2016,4.4,3031,1.0,1.0,1.0,0.0,,,Moonee Valley,-37.7854,144.9326,Northern Metropolitan,3593.0
Flemington,12/132 Princes St,2,u,556000.0,S,Woodards,16/07/2016,4.4,3031,2.0,2.0,1.0,0.0,79.0,2009.0,Moonee Valley,-37.784,144.9356,Northern Metropolitan,3593.0
Flemington,12 John St,2,h,845000.0,S,Nelson,18/03/2017,4.4,3031,2.0,1.0,1.0,0.0,,1910.0,Moonee Valley,-37.7838,144.9273,Northern Metropolitan,3593.0
Flemington,5/60 Farnham St,1,u,345000.0,SP,Nelson,18/06/2016,4.4,3031,1.0,1.0,1.0,0.0,46.0,1970.0,Moonee Valley,-37.7826,144.9311,Northern Metropolitan,3593.0
Flemington,29 Finsbury St,3,h,1100000.0,VB,Nelson,18/06/2016,4.4,3031,3.0,2.0,0.0,179.0,150.0,1900.0,Moonee Valley,-37.7857,144.9305,Northern Metropolitan,3593.0
Flemington,114 Shields St,2,h,957000.0,SP,Nelson,22/05/2016,4.4,3031,2.0,1.0,0.0,165.0,,,Melbourne,-37.7847,144.9341,Northern Metropolitan,3593.0
Flemington,20 Glance St,3,h,991000.0,S,Rendina,23/04/2016,4.4,3031,3.0,1.0,4.0,402.0,,1915.0,Moonee Valley,-37.7867,144.9249,Northern Metropolitan,3593.0
Flemington,65 Victoria St,3,h,850000.0,VB,Jellis,24/09/2016,4.4,3031,4.0,2.0,0.0,162.0,,1905.0,Moonee Valley,-37.7866,144.9343,Northern Metropolitan,3593.0
Flemington,8/300 Racecourse Rd,1,u,395000.0,SP,Nelson,25/02/2017,4.4,3031,1.0,1.0,1.0,818.0,50.0,1880.0,Moonee Valley,-37.788000000000004,144.9306,Northern Metropolitan,3593.0
Flemington,5/69 Edinburgh St,2,u,350000.0,VB,Jellis,26/07/2016,4.4,3031,2.0,1.0,1.0,0.0,,1970.0,Moonee Valley,-37.7857,144.9244,Northern Metropolitan,3593.0
Flemington,4 Farnham St,3,h,1115000.0,S,Nelson,27/11/2016,4.4,3031,3.0,1.0,1.0,244.0,84.0,1940.0,Moonee Valley,-37.7823,144.9278,Northern Metropolitan,3593.0
Flemington,5/121 Wellington St,2,u,420500.0,S,Jellis,28/05/2016,4.4,3031,2.0,1.0,1.0,0.0,52.0,1970.0,Moonee Valley,-37.783,144.93200000000004,Northern Metropolitan,3593.0
Kensington,4 Coopers La,3,h,785000.0,S,Nelson,3/09/2016,4.2,3031,2.0,1.0,1.0,258.0,64.0,,Melbourne,-37.7906,144.924,Northern Metropolitan,5263.0
Kensington,65 Gatehouse Dr,3,h,852000.0,S,Nelson,3/09/2016,4.2,3031,3.0,1.0,1.0,166.0,138.0,2000.0,Melbourne,-37.7929,144.9197,Northern Metropolitan,5263.0
Kensington,35 Henry St,3,h,1037000.0,S,Rendina,3/09/2016,4.2,3031,3.0,1.0,1.0,188.0,106.0,1910.0,Melbourne,-37.7953,144.9275,Northern Metropolitan,5263.0
Kensington,8 Bent St,2,h,775000.0,S,Jellis,3/12/2016,4.2,3031,2.0,1.0,0.0,150.0,,,Melbourne,-37.7963,144.935,Northern Metropolitan,5263.0
Kensington,14 Hardiman St,3,h,1470000.0,S,Nelson,4/03/2017,4.2,3031,3.0,1.0,1.0,199.0,121.0,1910.0,Melbourne,-37.7957,144.93200000000004,Northern Metropolitan,5263.0
Kensington,607/255 Racecourse Rd,2,u,630000.0,S,Nelson,4/03/2017,4.2,3031,2.0,2.0,1.0,0.0,,,Melbourne,-37.7886,144.9328,Northern Metropolitan,5263.0
Kensington,5 Rigby La,3,t,845000.0,S,Nelson,4/03/2017,4.2,3031,3.0,2.0,1.0,132.0,105.0,,Moonee Valley,-37.7907,144.9247,Northern Metropolitan,5263.0
Kensington,403/72 Altona St,2,u,492500.0,S,Pagan,4/06/2016,4.2,3031,2.0,1.0,1.0,0.0,81.0,2008.0,Melbourne,-37.7974,144.9261,Northern Metropolitan,5263.0
Kensington,2/65 Bayswater Rd,2,u,420000.0,VB,Alexkarbon,4/06/2016,4.2,3031,2.0,1.0,1.0,0.0,55.0,1970.0,Melbourne,-37.794000000000004,144.923,Northern Metropolitan,5263.0
Kensington,1 Scarborough Pl,2,t,650000.0,S,Nelson,4/06/2016,4.2,3031,2.0,1.0,1.0,79.0,,,Melbourne,-37.7914,144.9344,Northern Metropolitan,5263.0
Kensington,56 Tennyson St,3,h,1050000.0,S,Edward,4/06/2016,4.2,3031,3.0,1.0,1.0,274.0,,1900.0,Melbourne,-37.7984,144.929,Northern Metropolitan,5263.0
Kensington,61 Bangalore St,3,h,1291000.0,SP,Edward,6/08/2016,4.2,3031,3.0,1.0,1.0,416.0,,,Melbourne,-37.7946,144.924,Northern Metropolitan,5263.0
Kensington,1/16 Mawbey St,2,u,420000.0,SP,Nelson,6/08/2016,4.2,3031,2.0,1.0,1.0,0.0,80.0,2002.0,Melbourne,-37.7899,144.9231,Northern Metropolitan,5263.0
Kensington,47 Barnett St,3,h,961000.0,S,Jellis,7/05/2016,4.2,3031,3.0,1.0,1.0,235.0,,,Melbourne,-37.7925,144.9323,Northern Metropolitan,5263.0
Kensington,72 Bayswater Rd,3,h,1271000.0,S,Edward,7/05/2016,4.2,3031,3.0,1.0,1.0,284.0,113.0,1900.0,Melbourne,-37.7938,144.9228,Northern Metropolitan,5263.0
Kensington,67 Collett St,3,h,1010000.0,PI,Edward,7/05/2016,4.2,3031,3.0,1.0,0.0,234.0,104.0,1900.0,Melbourne,-37.7923,144.9332,Northern Metropolitan,5263.0
Kensington,4/130 Kensington Rd,2,t,750000.0,S,Rendina,7/05/2016,4.2,3031,2.0,1.0,1.0,325.0,112.0,2002.0,Melbourne,-37.7976,144.9213,Northern Metropolitan,5263.0
Kensington,15 Ormond St,4,h,1675000.0,S,Rendina,7/05/2016,4.2,3031,4.0,2.0,2.0,279.0,,,Melbourne,-37.797,144.9303,Northern Metropolitan,5263.0
Kensington,10 Altona St,2,h,905000.0,S,Edward,8/10/2016,4.2,3031,2.0,2.0,1.0,138.0,126.0,1999.0,Melbourne,-37.799,144.9276,Northern Metropolitan,5263.0
Kensington,70 Hardiman St,2,h,960000.0,S,Nelson,8/10/2016,4.2,3031,2.0,1.0,1.0,174.0,72.0,1900.0,Melbourne,-37.7959,144.9343,Northern Metropolitan,5263.0
Kensington,94 McConnell St,2,h,1031000.0,SP,Woodards,8/10/2016,4.2,3031,2.0,1.0,1.0,163.0,99.0,1900.0,Melbourne,-37.7929,144.9287,Northern Metropolitan,5263.0
Kensington,59 The Crescent,3,t,918000.0,SP,Nelson,8/10/2016,4.2,3031,3.0,2.0,1.0,788.0,,1998.0,Melbourne,-37.7938,144.9186,Northern Metropolitan,5263.0
Kensington,13 Youlden St,3,h,870000.0,S,Greg,8/10/2016,4.2,3031,3.0,1.0,1.0,211.0,95.0,1992.0,Melbourne,-37.7891,144.92600000000004,Northern Metropolitan,5263.0
Kensington,41 Barnett St,3,h,1165000.0,S,Nelson,10/09/2016,4.2,3031,3.0,1.0,0.0,239.0,135.0,1910.0,Melbourne,-37.7923,144.9324,Northern Metropolitan,5263.0
Kensington,11 Nottingham St,5,h,1710000.0,PI,Nelson,10/09/2016,4.2,3031,5.0,2.0,2.0,566.0,270.0,1890.0,Melbourne,-37.7893,144.933,Northern Metropolitan,5263.0
Kensington,107/88 Altona St,1,u,360000.0,VB,Dingle,10/12/2016,4.2,3031,1.0,1.0,1.0,4267.0,,,Melbourne,-37.7966,144.9254,Northern Metropolitan,5263.0
Kensington,39 Henry St,3,h,1455000.0,S,Jellis,10/12/2016,4.2,3031,3.0,1.0,0.0,275.0,120.0,1900.0,Melbourne,-37.7954,144.9274,Northern Metropolitan,5263.0
Kensington,114/71 Henry St,1,u,365000.0,VB,Edward,10/12/2016,4.2,3031,1.0,1.0,1.0,0.0,47.0,2012.0,Melbourne,-37.7961,144.9261,Northern Metropolitan,5263.0
Kensington,28/18 Mawbey St,3,u,551000.0,S,Woodards,10/12/2016,4.2,3031,3.0,1.0,1.0,4440.0,,,Melbourne,-37.7898,144.9233,Northern Metropolitan,5263.0
Kensington,118/80 Ormond St,2,u,442000.0,S,Nelson,10/12/2016,4.2,3031,2.0,2.0,1.0,3448.0,71.0,2010.0,Melbourne,-37.7976,144.9285,Northern Metropolitan,5263.0
Kensington,51 Rankins Rd,2,h,765000.0,S,Nardella,10/12/2016,4.2,3031,2.0,1.0,2.0,158.0,76.0,1965.0,Melbourne,-37.7902,144.9319,Northern Metropolitan,5263.0
Kensington,407/72 Altona St,2,u,515000.0,SP,Pagan,11/02/2017,4.2,3031,2.0,1.0,1.0,3957.0,81.0,2010.0,Melbourne,-37.7974,144.9261,Northern Metropolitan,5263.0
Kensington,17/29 Bendall St,3,u,570000.0,VB,Hodges,11/03/2017,4.2,3031,3.0,1.0,2.0,0.0,,1990.0,Moonee Valley,-37.7897,144.9239,Northern Metropolitan,5263.0
Kensington,119/71 Henry St,1,u,370000.0,VB,Edward,12/06/2016,4.2,3031,1.0,1.0,1.0,0.0,50.0,2012.0,Melbourne,-37.7961,144.9261,Northern Metropolitan,5263.0
Kensington,21 Bayswater Rd,2,h,1005000.0,S,Brad,12/11/2016,4.2,3031,2.0,1.0,0.0,274.0,,,Melbourne,-37.7931,144.9247,Northern Metropolitan,5263.0
Kensington,109 Rankins Rd,2,h,1234500.0,SP,Nelson,13/08/2016,4.2,3031,2.0,2.0,2.0,169.0,127.0,2008.0,Melbourne,-37.7922,144.9316,Northern Metropolitan,5263.0
Kensington,11/33 Rankins Rd,2,u,666000.0,S,Nelson,13/08/2016,4.2,3031,2.0,1.0,2.0,1111.0,92.0,1998.0,Melbourne,-37.7896,144.9321,Northern Metropolitan,5263.0
Kensington,32 Epsom Rd,2,h,825000.0,S,Rendina,14/05/2016,4.2,3031,2.0,1.0,1.0,211.0,88.0,1915.0,Melbourne,-37.7925,144.9264,Northern Metropolitan,5263.0
Kensington,33 Rourke La,2,t,770000.0,S,Rendina,14/05/2016,4.2,3031,2.0,2.0,1.0,0.0,,,Melbourne,-37.7937,144.9169,Northern Metropolitan,5263.0
Kensington,12 Hardiman St,3,h,1135000.0,S,Rendina,15/10/2016,4.2,3031,3.0,1.0,0.0,0.0,,,Melbourne,-37.7957,144.93200000000004,Northern Metropolitan,5263.0
Kensington,36 The Crescent,4,h,975000.0,S,Nelson,15/10/2016,4.2,3031,4.0,3.0,1.0,0.0,,,Melbourne,-37.7941,144.91899999999995,Northern Metropolitan,5263.0
Kensington,14 Altona St,2,t,812000.0,SP,Rendina,16/04/2016,4.2,3031,2.0,1.0,0.0,132.0,79.0,1887.0,Melbourne,-37.7989,144.9275,Northern Metropolitan,5263.0
Kensington,11 Nottingham St,5,h,1900000.0,VB,Nelson,16/04/2016,4.2,3031,5.0,2.0,2.0,566.0,270.0,1890.0,Melbourne,-37.7893,144.933,Northern Metropolitan,5263.0
Kensington,13/26 Barnett St,1,u,445000.0,S,Jellis,18/03/2017,4.2,3031,1.0,1.0,0.0,0.0,67.0,1997.0,Moonee Valley,-37.7913,144.9323,Northern Metropolitan,5263.0
Kensington,38 Rourke La,2,h,732000.0,SP,Nelson,18/06/2016,4.2,3031,3.0,2.0,1.0,94.0,130.0,2002.0,Melbourne,-37.7934,144.9166,Northern Metropolitan,5263.0
Kensington,33 Barnett St,3,h,1260000.0,S,Nelson,19/11/2016,4.2,3031,3.0,2.0,2.0,250.0,147.0,1900.0,Melbourne,-37.792,144.9324,Northern Metropolitan,5263.0
Kensington,51 Gatehouse Dr,3,h,1000000.0,SP,Nelson,19/11/2016,4.2,3031,3.0,2.0,2.0,211.0,132.0,1997.0,Melbourne,-37.7926,144.9197,Northern Metropolitan,5263.0
Kensington,26 Hopetoun St,2,h,1155000.0,SP,Edward,19/11/2016,4.2,3031,2.0,1.0,1.0,197.0,101.0,1890.0,Moonee Valley,-37.7918,144.9264,Northern Metropolitan,5263.0
Kensington,25 Rogan La,2,t,700000.0,S,Village,19/11/2016,4.2,3031,2.0,1.0,3.0,62.0,,1997.0,Melbourne,-37.7917,144.9231,Northern Metropolitan,5263.0
Kensington,57 Eastwood St,3,h,813500.0,SP,Nelson,22/05/2016,4.2,3031,3.0,1.0,1.0,165.0,,,Melbourne,-37.7907,144.9303,Northern Metropolitan,5263.0
Kensington,7/51 Epsom Rd,2,u,526000.0,S,Nelson,22/08/2016,4.2,3031,2.0,0.0,0.0,0.0,,,Melbourne,-37.7919,144.9253,Northern Metropolitan,5263.0
Kensington,148b Kensington Rd,3,t,790000.0,SP,Edward,22/08/2016,4.2,3031,3.0,2.0,2.0,1181.0,136.0,2003.0,Melbourne,-37.7982,144.9202,Northern Metropolitan,5263.0
Kensington,42 McCracken St,4,h,1365000.0,S,Edward,22/08/2016,4.2,3031,4.0,2.0,1.0,242.0,,,Moonee Valley,-37.7913,144.9275,Northern Metropolitan,5263.0
Kensington,66 Parsons St,2,t,700000.0,VB,Nelson,22/08/2016,4.2,3031,2.0,2.0,1.0,324.0,97.0,2009.0,Melbourne,-37.7903,144.9345,Northern Metropolitan,5263.0
Kensington,8/33 Rankins Rd,1,u,370000.0,PI,Nelson,22/08/2016,4.2,3031,1.0,1.0,2.0,0.0,,,Melbourne,-37.7896,144.9321,Northern Metropolitan,5263.0
Kensington,49 Robertson St,3,h,1230000.0,S,Nelson,22/08/2016,4.2,3031,3.0,1.0,1.0,312.0,109.0,1915.0,Melbourne,-37.793,144.934,Northern Metropolitan,5263.0
Kensington,208/465 MacAulay Rd,2,u,460000.0,SP,Rendina,23/04/2016,4.2,3031,2.0,1.0,1.0,0.0,84.0,2010.0,Melbourne,-37.7948,144.9314,Northern Metropolitan,5263.0
Kensington,1/16 Mawbey St,2,u,395000.0,PI,Nelson,23/04/2016,4.2,3031,2.0,1.0,1.0,0.0,80.0,2002.0,Melbourne,-37.7899,144.9231,Northern Metropolitan,5263.0
Kensington,28 Pridham St,5,h,1001000.0,S,Rendina,24/09/2016,4.2,3031,3.0,1.0,0.0,301.0,,,Melbourne,-37.7896,144.9307,Northern Metropolitan,5263.0
Kensington,123 Rankins Rd,2,h,850000.0,SP,Nelson,24/09/2016,4.2,3031,2.0,1.0,1.0,169.0,90.0,1900.0,Melbourne,-37.7925,144.9315,Northern Metropolitan,5263.0
Kensington,55 Epsom Rd,3,h,1335000.0,S,Rendina,25/02/2017,4.2,3031,3.0,1.0,3.0,459.0,,,Melbourne,-37.7917,144.9251,Northern Metropolitan,5263.0
Kensington,5 Rogan La,2,h,868000.0,S,Nelson,25/02/2017,4.2,3031,2.0,1.0,1.0,97.0,103.0,2000.0,Melbourne,-37.7921,144.9234,Northern Metropolitan,5263.0
Kensington,25 Chelmsford St,2,h,960000.0,S,Brad,26/07/2016,4.2,3031,2.0,1.0,0.0,179.0,,1900.0,Melbourne,-37.7963,144.9327,Northern Metropolitan,5263.0
Kensington,1/5 Wight St,2,t,773000.0,S,Rendina,26/07/2016,4.2,3031,2.0,1.0,1.0,0.0,90.0,1970.0,Melbourne,-37.7937,144.9295,Northern Metropolitan,5263.0
Kensington,111/18 Bent St,2,u,631090.0,S,Alexkarbon,27/06/2016,4.2,3031,2.0,2.0,1.0,2136.0,94.0,2012.0,Melbourne,-37.7956,144.935,Northern Metropolitan,5263.0
Kensington,10/2 Howlett St,2,u,410000.0,PI,Rendina,27/06/2016,4.2,3031,2.0,1.0,1.0,0.0,86.0,2000.0,Melbourne,-37.7897,144.9228,Northern Metropolitan,5263.0
Kensington,301/84 Altona St,2,u,425000.0,S,Rendina,27/11/2016,4.2,3031,2.0,1.0,1.0,0.0,59.0,2006.0,Melbourne,-37.7966,144.9254,Northern Metropolitan,5263.0
Kensington,68 Hardiman St,2,h,1211000.0,SP,Nelson,27/11/2016,4.2,3031,2.0,1.0,1.0,183.0,,,Melbourne,-37.7959,144.9342,Northern Metropolitan,5263.0
Kensington,8/37 Kensington Rd,2,u,506000.0,SP,Sweeney,27/11/2016,4.2,3031,2.0,1.0,1.0,0.0,,,Melbourne,-37.7952,144.9262,Northern Metropolitan,5263.0
Kensington,64 Hardiman St,2,h,806000.0,S,Alexkarbon,28/05/2016,4.2,3031,2.0,1.0,1.0,173.0,,,Melbourne,-37.7959,144.9341,Northern Metropolitan,5263.0
Kensington,61 Willis St,3,h,829000.0,S,Nelson,28/05/2016,4.2,3031,2.0,2.0,2.0,84.0,,,Melbourne,-37.7935,144.9187,Northern Metropolitan,5263.0
Kensington,10 Mulgrave St,2,h,786000.0,S,Biggin,28/08/2016,4.2,3031,2.0,1.0,0.0,149.0,,,Melbourne,-37.7908,144.9309,Northern Metropolitan,5263.0
Kensington,208/86 Altona St,2,u,458000.0,S,Rendina,30/07/2016,4.2,3031,1.0,1.0,1.0,0.0,,,Melbourne,-37.7966,144.9254,Northern Metropolitan,5263.0
Maribyrnong,25 Cedar Dr,3,h,870000.0,SP,Nelson,3/12/2016,8.7,3032,3.0,2.0,2.0,392.0,,,Maribyrnong,-37.774,144.8744,Western Metropolitan,4918.0
Maribyrnong,101/55 Cumberland Dr,2,u,635000.0,PI,Nelson,3/12/2016,8.7,3032,2.0,2.0,1.0,0.0,,,Maribyrnong,-37.7865,144.9008,Western Metropolitan,4918.0
Maribyrnong,6 Londrew Ct,3,h,975000.0,PI,Burnham,3/12/2016,8.7,3032,3.0,1.0,2.0,597.0,154.0,1970.0,Maribyrnong,-37.76300000000001,144.8877,Western Metropolitan,4918.0
Maribyrnong,6 Kynoch La,3,t,560000.0,VB,Biggin,4/02/2016,8.7,3032,3.0,2.0,2.0,77.0,115.0,2004.0,Maribyrnong,-37.7746,144.8798,Western Metropolitan,4918.0
Maribyrnong,53 Wests Rd,3,t,560000.0,VB,Biggin,4/02/2016,8.7,3032,3.0,2.0,2.0,83.0,,2000.0,Maribyrnong,-37.7719,144.8815,Western Metropolitan,4918.0
Maribyrnong,8/42 Wests Rd,2,t,355000.0,SP,Biggin,4/06/2016,8.7,3032,2.0,1.0,1.0,0.0,88.0,2004.0,Maribyrnong,-37.7716,144.882,Western Metropolitan,4918.0
Maribyrnong,18 Blair St,3,t,550000.0,SP,Biggin,7/05/2016,8.7,3032,3.0,2.0,2.0,77.0,138.0,2000.0,Maribyrnong,-37.7743,144.8797,Western Metropolitan,4918.0
Maribyrnong,104 Gatehouse Pl,2,u,420000.0,SP,Biggin,7/05/2016,8.7,3032,2.0,1.0,2.0,5661.0,103.0,1940.0,Maribyrnong,-37.773,144.8806,Western Metropolitan,4918.0
Maribyrnong,8/10 Middle Rd,2,h,399000.0,S,Raine,7/05/2016,8.7,3032,2.0,1.0,1.0,904.0,53.0,1985.0,Maribyrnong,-37.7679,144.8935,Western Metropolitan,4918.0
Maribyrnong,3 Valnere St,4,h,940000.0,SP,Biggin,7/05/2016,8.7,3032,4.0,2.0,1.0,516.0,,,Maribyrnong,-37.7839,144.8853,Western Metropolitan,4918.0
Maribyrnong,19 Warrs Rd,3,h,1105000.0,S,Nelson,7/05/2016,8.7,3032,3.0,1.0,4.0,762.0,142.0,1950.0,Maribyrnong,-37.7707,144.8924,Western Metropolitan,4918.0
Maribyrnong,5 Kallara Gr,3,t,730000.0,S,Nelson,7/11/2016,8.7,3032,3.0,1.0,2.0,250.0,132.0,2000.0,Maribyrnong,-37.7861,144.8897,Western Metropolitan,4918.0
Maribyrnong,3/41 Pridham St,2,u,425000.0,S,Trimson,7/11/2016,8.7,3032,2.0,1.0,1.0,170.0,,,Maribyrnong,-37.7818,144.8859,Western Metropolitan,4918.0
Maribyrnong,3/6 Randall St,3,u,662500.0,S,Rendina,7/11/2016,8.7,3032,3.0,2.0,2.0,202.0,121.0,2006.0,Maribyrnong,-37.768,144.8894,Western Metropolitan,4918.0
Maribyrnong,41 River St,3,h,986500.0,S,Biggin,8/10/2016,8.7,3032,3.0,1.0,1.0,629.0,,,Maribyrnong,-37.7798,144.8872,Western Metropolitan,4918.0
Maribyrnong,44 Blair St,2,t,410000.0,S,Biggin,10/09/2016,8.7,3032,2.0,1.0,2.0,53.0,71.0,2000.0,Maribyrnong,-37.7736,144.8798,Western Metropolitan,4918.0
Maribyrnong,4 Kallara Gr,5,h,930000.0,VB,Nelson,10/09/2016,8.7,3032,5.0,2.0,2.0,330.0,,,Maribyrnong,-37.7859,144.8898,Western Metropolitan,4918.0
Maribyrnong,28 Kellaway St,3,h,920000.0,SP,Biggin,10/09/2016,8.7,3032,3.0,1.0,2.0,689.0,110.0,1920.0,Maribyrnong,-37.7823,144.887,Western Metropolitan,4918.0
Maribyrnong,33 Newstead St,3,h,1320000.0,S,Nelson,10/09/2016,8.7,3032,3.0,2.0,2.0,645.0,211.0,1900.0,Maribyrnong,-37.7662,144.8971,Western Metropolitan,4918.0
Maribyrnong,4 Platypus Ct,5,h,1150000.0,SP,Biggin,10/09/2016,8.7,3032,5.0,3.0,2.0,446.0,286.0,2002.0,Maribyrnong,-37.7712,144.8763,Western Metropolitan,4918.0
Maribyrnong,9 Rylie La,3,h,680000.0,SP,Biggin,10/09/2016,8.7,3032,3.0,2.0,2.0,225.0,,,Maribyrnong,-37.7699,144.8791,Western Metropolitan,4918.0
Maribyrnong,11 Cedar Dr,5,h,990000.0,S,Biggin,10/12/2016,8.7,3032,5.0,2.0,2.0,433.0,,,Maribyrnong,-37.7742,144.8755,Western Metropolitan,4918.0
Maribyrnong,7/3 Ensign St,2,u,330000.0,SP,Biggin,10/12/2016,8.7,3032,2.0,1.0,1.0,950.0,,,Maribyrnong,-37.7665,144.9004,Western Metropolitan,4918.0
Maribyrnong,455 Gordon St,3,t,1011000.0,S,Greg,11/02/2017,8.7,3032,3.0,2.0,2.0,225.0,,,Maribyrnong,-37.7867,144.8906,Western Metropolitan,4918.0
Maribyrnong,12 Marin La,3,h,847000.0,S,Nelson,12/11/2016,8.7,3032,3.0,2.0,2.0,222.0,200.0,2002.0,Maribyrnong,-37.7697,144.878,Western Metropolitan,4918.0
Maribyrnong,104/5 Ordnance Res,2,u,400000.0,SP,Biggin,12/11/2016,8.7,3032,2.0,1.0,2.0,3967.0,87.0,2007.0,Maribyrnong,-37.7706,144.8805,Western Metropolitan,4918.0
Maribyrnong,9 Dale St,4,h,1100000.0,PI,Nelson,14/05/2016,8.7,3032,4.0,2.0,2.0,586.0,,,Maribyrnong,-37.7648,144.8881,Western Metropolitan,4918.0
Maribyrnong,26 Mitchell St,3,h,1072000.0,S,Biggin,14/05/2016,8.7,3032,3.0,2.0,2.0,1396.0,175.0,1955.0,Maribyrnong,-37.7833,144.888,Western Metropolitan,4918.0
Maribyrnong,2/105 Raleigh Rd,2,t,479000.0,S,Rendina,14/05/2016,8.7,3032,2.0,2.0,1.0,0.0,,,Maribyrnong,-37.7691,144.8905,Western Metropolitan,4918.0
Maribyrnong,3/105 Raleigh Rd,2,t,470000.0,S,Redina,14/05/2016,8.7,3032,2.0,2.0,1.0,0.0,,,Maribyrnong,-37.7692,144.8905,Western Metropolitan,4918.0
Maribyrnong,4/105 Raleigh Rd,2,t,510000.0,PI,Redina,14/05/2016,8.7,3032,2.0,2.0,1.0,176.0,142.0,2010.0,Maribyrnong,-37.7693,144.8905,Western Metropolitan,4918.0
Maribyrnong,112 Edgewater Bvd,3,t,865000.0,PI,Clairmont,16/04/2016,8.7,3032,3.0,2.0,2.0,151.0,3.0,2010.0,Maribyrnong,-37.7855,144.8958,Western Metropolitan,4918.0
Maribyrnong,42/2 Horizon Dr,2,u,488000.0,S,Barry,16/04/2016,8.7,3032,2.0,2.0,2.0,0.0,,,Maribyrnong,-37.7752,144.8925,Western Metropolitan,4918.0
Maribyrnong,5 Lyric St,4,h,940000.0,S,GL,16/04/2016,8.7,3032,4.0,2.0,1.0,325.0,,2004.0,Maribyrnong,-37.7822,144.892,Western Metropolitan,4918.0
Maribyrnong,3/26 Middle Rd,2,t,570000.0,S,Jas,16/04/2016,8.7,3032,3.0,1.0,2.0,98.0,128.0,2009.0,Maribyrnong,-37.7677,144.8925,Western Metropolitan,4918.0
Maribyrnong,7/13 Navigator St,2,h,335000.0,S,hockingstuart,17/09/2016,8.7,3032,2.0,1.0,1.0,0.0,99.0,,Maribyrnong,-37.7681,144.8979,Western Metropolitan,4918.0
Maribyrnong,12 Newstead St,4,h,1900000.0,VB,Nelson,17/09/2016,8.7,3032,4.0,3.0,8.0,865.0,374.0,2013.0,Maribyrnong,-37.7682,144.8971,Western Metropolitan,4918.0
Maribyrnong,20/9 Fabian Ct,2,t,429000.0,S,Trimson,18/03/2017,8.7,3032,2.0,1.0,1.0,83.0,88.0,1980.0,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918.0
Maribyrnong,44/2 Horizon Dr,2,u,495000.0,S,Brad,18/03/2017,8.7,3032,2.0,2.0,2.0,37000.0,,,Maribyrnong,-37.7752,144.8925,Western Metropolitan,4918.0
Maribyrnong,1 Nayook La,3,t,820000.0,VB,Biggin,18/03/2017,8.7,3032,3.0,2.0,2.0,275.0,,,Maribyrnong,-37.7719,144.8767,Western Metropolitan,4918.0
Maribyrnong,23/4 Wests Rd,3,h,456000.0,SP,Raine,18/03/2017,8.7,3032,3.0,2.0,2.0,4977.0,95.0,2005.0,Maribyrnong,-37.7737,144.8816,Western Metropolitan,4918.0
Maribyrnong,705/60 Edgewater Bvd,2,u,566000.0,S,Raine,18/06/2016,8.7,3032,2.0,2.0,1.0,3014.0,80.0,2012.0,Maribyrnong,-37.7853,144.8944,Western Metropolitan,4918.0
Maribyrnong,19/9 Fabian Ct,2,t,408000.0,S,Nelson,18/06/2016,8.7,3032,2.0,1.0,1.0,85.0,84.0,1980.0,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918.0
Maribyrnong,37 Skyline Dr,4,h,1040000.0,S,Biggin,18/06/2016,8.7,3032,4.0,3.0,2.0,298.0,,,Maribyrnong,-37.7858,144.8937,Western Metropolitan,4918.0
Maribyrnong,211/20 Pier La,2,u,470000.0,VB,Trimson,19/11/2016,8.7,3032,2.0,2.0,1.0,0.0,79.0,2011.0,Maribyrnong,-37.7853,144.8999,Western Metropolitan,4918.0
Maribyrnong,101 Raleigh Rd,3,h,1460000.0,S,Woodards,19/11/2016,8.7,3032,3.0,1.0,2.0,926.0,,,Maribyrnong,-37.769,144.8909,Western Metropolitan,4918.0
Maribyrnong,6/4 Belvedere Cl,3,h,780000.0,VB,Nelson,22/05/2016,8.7,3032,3.0,3.0,2.0,173.0,184.0,2000.0,Maribyrnong,-37.773,144.8947,Western Metropolitan,4918.0
Maribyrnong,31 Forge Cl,3,t,675000.0,SP,First,22/05/2016,8.7,3032,3.0,2.0,2.0,210.0,,,Maribyrnong,-37.7732,144.879,Western Metropolitan,4918.0
